86,9,37.209302,495,3.448276
86,9,37.209302,495,3.448276
90,2,27.906977,499,4.433498
85,14,37.209302,495,3.448276
99,3,6.976744,499,4.433498
93,6,20.930233,499,4.433498
86,9,37.209302,495,3.448276
98,8,9.302326,499,4.433498
95,0,16.27907,499,4.433498
95,0,16.27907,499,4.433498
91,12,25.581395,499,4.433498
93,6,20.930233,499,4.433498
90,2,27.906977,499,4.433498
91,12,25.581395,499,4.433498
90,2,27.906977,499,4.433498
99,3,6.976744,499,4.433498
92,10,23.255814,499,4.433498
87,4,34.883721,495,3.448276
91,12,25.581395,499,4.433498
92,10,23.255814,499,4.433498
94,11,18.604651,499,4.433498
85,14,37.209302,495,3.448276
92,10,23.255814,499,4.433498
85,14,37.209302,495,3.448276
95,0,16.27907,499,4.433498
92,10,23.255814,499,4.433498
86,9,37.209302,495,3.448276
98,8,9.302326,499,4.433498
98,8,9.302326,499,4.433498
94,11,18.604651,499,4.433498
88,5,32.55814,495,3.448276
98,8,9.302326,499,4.433498
99,3,6.976744,499,4.433498
89,13,30.232558,495,3.448276
93,6,20.930233,499,4.433498
99,3,6.976744,499,4.433498
99,3,6.976744,499,4.433498
92,10,23.255814,499,4.433498
85,14,37.209302,495,3.448276
86,9,37.209302,495,3.448276
87,4,34.883721,495,3.448276
97,1,11.627907,499,4.433498
91,12,25.581395,499,4.433498
88,5,32.55814,495,3.448276
87,4,34.883721,495,3.448276
87,4,34.883721,495,3.448276
98,8,9.302326,499,4.433498
94,11,18.604651,499,4.433498
95,0,16.27907,499,4.433498
89,13,30.232558,495,3.448276
99,3,6.976744,499,4.433498
90,2,27.906977,499,4.433498
89,13,30.232558,495,3.448276
85,14,37.209302,495,3.448276
98,8,9.302326,499,4.433498
97,1,11.627907,499,4.433498
87,4,34.883721,495,3.448276
95,0,16.27907,499,4.433498
90,2,27.906977,499,4.433498
88,5,32.55814,495,3.448276
89,13,30.232558,495,3.448276
87,4,34.883721,495,3.448276
88,5,32.55814,495,3.448276
91,12,25.581395,499,4.433498
90,2,27.906977,499,4.433498
95,0,16.27907,499,4.433498
97,1,11.627907,499,4.433498
98,8,9.302326,499,4.433498
91,12,25.581395,499,4.433498
86,9,37.209302,495,3.448276
90,2,27.906977,499,4.433498
92,10,23.255814,499,4.433498
97,1,11.627907,499,4.433498
91,12,25.581395,499,4.433498
86,9,37.209302,495,3.448276
95,0,16.27907,499,4.433498
85,14,37.209302,495,3.448276
89,13,30.232558,495,3.448276
90,2,27.906977,499,4.433498
97,1,11.627907,499,4.433498
97,1,11.627907,499,4.433498
90,2,27.906977,499,4.433498
98,8,9.302326,499,4.433498
88,5,32.55814,495,3.448276
91,12,25.581395,499,4.433498
93,6,20.930233,499,4.433498
88,5,32.55814,495,3.448276
98,8,9.302326,499,4.433498
92,10,23.255814,499,4.433498
99,3,6.976744,499,4.433498
96,7,13.953488,499,4.433498
91,12,25.581395,499,4.433498
96,7,13.953488,499,4.433498
90,2,27.906977,499,4.433498
94,11,18.604651,499,4.433498
92,10,23.255814,499,4.433498
86,9,37.209302,495,3.448276
92,10,23.255814,499,4.433498
85,14,37.209302,495,3.448276
92,10,23.255814,499,4.433498
91,12,25.581395,499,4.433498
91,12,25.581395,499,4.433498
91,12,25.581395,499,4.433498
86,9,37.209302,495,3.448276
95,0,16.27907,499,4.433498
94,11,18.604651,499,4.433498
98,8,9.302326,499,4.433498
88,5,32.55814,495,3.448276
94,11,18.604651,499,4.433498
86,9,37.209302,495,3.448276
91,12,25.581395,499,4.433498
