100,0.688846,0.691746,0.379073,0.802924,0.550301,0.547994,0.472116,76.923077,379,60,60,50,60,26.415094,100,65,66.666667,62.5,65,62.5,15.555556,39.370079,33.333333,36.764706,60,32.142857
100,0.554298,0.542883,0.002303,0.998278,0.004154,0.004241,0.002306,76.923077,378,60,60,50,60,24.528302,100,65,66.666667,62.5,65,62.5,15.555556,39.370079,33.333333,36.764706,60,32.142857
-100,0.610956,0.429402,0.111327,0.4036,1.422807,5.487928,1.513765,46.153846,341,53.333333,53.333333,16.666667,53.333333,26.415094,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
999,0.443782,0.234569,0.501015,0.795199,1.79187,3.390048,1.587176,76.923077,366,60,60,50,60,24.528302,100,90,83.333333,87.5,65,87.5,15.555556,35.433071,30,29.411765,48,30
100,0.148524,0.041694,0.487312,0.364484,3.281026,11.687903,1.336991,76.923077,378,60,60,50,60,24.528302,100,65,66.666667,62.5,65,62.5,15.555556,39.370079,33.333333,36.764706,60,32.142857
-100,0.306384,0.163105,0.442079,0.991001,1.878446,0.693053,0.309167,46.153846,341,53.333333,53.333333,16.666667,53.333333,26.415094,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
-100,0.991584,0.792676,0.892672,0.723662,1.250933,1.110805,1.370232,46.153846,340,53.333333,53.333333,16.666667,53.333333,24.528302,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
100,0.786234,0.378989,0.01189,0.906308,0.015122,0.031372,0.013119,76.923077,378,60,60,50,60,24.528302,100,65,66.666667,62.5,65,62.5,15.555556,39.370079,33.333333,36.764706,60,32.142857
999,0.240822,0.844331,0.876993,0.705933,2.931344,0.836086,0.804947,76.923077,366,60,60,50,60,24.528302,100,90,83.333333,87.5,65,87.5,15.555556,35.433071,30,29.411765,48,30
-100,0.129272,0.107676,0.558643,0.688304,1.200562,0.231403,0.187812,46.153846,341,53.333333,53.333333,16.666667,53.333333,26.415094,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
-100,0.269847,0.235994,0.288059,0.483771,1.143446,0.936774,0.557798,46.153846,341,53.333333,53.333333,16.666667,53.333333,26.415094,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
999,0.50194,0.423876,0.670113,0.534013,1.063897,1.259831,0.7969,76.923077,366,60,60,50,60,24.528302,100,90,83.333333,87.5,65,87.5,15.555556,35.433071,30,29.411765,48,30
999,0.705582,0.542639,0.408661,0.730692,1.035587,1.346553,1.788016,76.923077,367,60,60,50,60,26.415094,100,90,83.333333,87.5,65,87.5,15.555556,35.433071,30,29.411765,48,30
0,0.548804,0.599377,0.782938,0.332511,1.092153,0.765548,1.80258,61.538462,362,56.666667,56.666667,33.333333,56.666667,24.528302,75,55,58.333333,62.5,50,50,14.444444,39.370079,33.333333,36.764706,56,30.714286
-100,0.19597,0.059818,0.980961,0.789806,3.276121,0.199774,0.248125,46.153846,340,53.333333,53.333333,16.666667,53.333333,24.528302,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
0,0.86354,0.034147,0.152698,0.642405,0.039543,0.223625,0.053155,61.538462,363,56.666667,56.666667,33.333333,56.666667,26.415094,75,55,58.333333,62.5,50,50,14.444444,39.370079,33.333333,36.764706,56,30.714286
-100,0.194879,0.514399,0.807274,0.223417,0.378848,0.241404,0.872263,46.153846,341,53.333333,53.333333,16.666667,53.333333,26.415094,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
100,0.854319,0.151002,0.979349,0.996618,1.14635,6.485652,0.982672,76.923077,378,60,60,50,60,24.528302,100,65,66.666667,62.5,65,62.5,15.555556,39.370079,33.333333,36.764706,60,32.142857
-100,0.254561,0.572057,0.750666,0.011141,0.444992,0.339113,22.848879,46.153846,340,53.333333,53.333333,16.666667,53.333333,24.528302,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
-100,0.672911,0.787371,0.970818,0.890055,0.854631,0.693139,0.756034,46.153846,341,53.333333,53.333333,16.666667,53.333333,26.415094,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
999,0.4706,0.936256,0.64885,0.658979,1.400296,0.703845,1.01561,76.923077,367,60,60,50,60,26.415094,100,90,83.333333,87.5,65,87.5,15.555556,35.433071,30,29.411765,48,30
-100,0.216075,0.498084,0.75539,0.026756,0.433811,0.286044,8.075836,46.153846,341,53.333333,53.333333,16.666667,53.333333,26.415094,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
100,0.020983,0.788914,0.45937,0.71891,21.892393,0.582282,0.638982,76.923077,378,60,60,50,60,24.528302,100,65,66.666667,62.5,65,62.5,15.555556,39.370079,33.333333,36.764706,60,32.142857
100,0.6414,0.849535,0.966535,0.649328,1.506913,1.137722,1.488516,76.923077,379,60,60,50,60,26.415094,100,65,66.666667,62.5,65,62.5,15.555556,39.370079,33.333333,36.764706,60,32.142857
-100,0.214254,0.225572,0.153513,0.09816,0.949825,1.395675,2.182704,46.153846,341,53.333333,53.333333,16.666667,53.333333,26.415094,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
999,0.914846,0.365898,0.5777,0.195511,0.21371,0.534334,0.338431,76.923077,367,60,60,50,60,26.415094,100,90,83.333333,87.5,65,87.5,15.555556,35.433071,30,29.411765,48,30
-100,0.859742,0.071069,0.519088,0.554981,12.097219,1.656254,1.549138,46.153846,341,53.333333,53.333333,16.666667,53.333333,26.415094,50,30,25,25,35,25,13.333333,39.370079,33.333333,35.294118,60,31.428571
0,0.72965,0.290253,0.0933,0.674612,0.397798,3.11097,0.430252,61.538462,363,56.666667,56.666667,33.333333,56.666667,26.415094,75,55,58.333333,62.5,50,50,14.444444,39.370079,33.333333,36.764706,56,30.714286
0,0.993509,0.905253,0.046136,0.148168,0.911167,19.621338,6.109656,61.538462,363,56.666667,56.666667,33.333333,56.666667,26.415094,75,55,58.333333,62.5,50,50,14.444444,39.370079,33.333333,36.764706,56,30.714286
100,0.57248,0.556568,0.644281,0.51536,1.12542,1.157596,1.250157,76.923077,378,60,60,50,60,24.528302,100,65,66.666667,62.5,65,62.5,15.555556,39.370079,33.333333,36.764706,60,32.142857
0,0.372835,0.524327,0.947536,0.995847,1.406325,0.553358,0.526514,61.538462,363,56.666667,56.666667,33.333333,56.666667,26.415094,75,55,58.333333,62.5,50,50,14.444444,39.370079,33.333333,36.764706,56,30.714286
999,0.832185,0.304875,0.295525,0.294322,0.353674,0.965386,0.995929,76.923077,366,60,60,50,60,24.528302,100,90,83.333333,87.5,65,87.5,15.555556,35.433071,30,29.411765,48,30
999,0.209515,0.838044,0.214782,0.101923,0.486473,0.121621,0.474545,76.923077,367,60,60,50,60,26.415094,100,90,83.333333,87.5,65,87.5,15.555556,35.433071,30,29.411765,48,30
999,0.668258,0.04037,0.925348,0.138877,0.207819,3.440108,0.150081,76.923077,366,60,60,50,60,24.528302,100,90,83.333333,87.5,65,87.5,15.555556,35.433071,30,29.411765,48,30
